id	ids	emo_1	conv_1	emo_2	conv_2	emo_3	conv_3	emo_4	conv_4	emo_5	conv_5
deuparl-433	0,2	0	"0
1
2"	"0
1"	"0
1
2"	0	"0
2"	"0
1
0"	0	"0
2"	0
deuparl-433	1,0	"0
1"	"0
1"	"0
2"	0	0	"0
1"	0	0	0	0
deuparl-433	1,3	0	0	0	"0
1"	0	"0
1"	"0
2"	0	"0
1
2"	0
deuparl-433	2,3	"0
1"	0	0	"0
1
2"	"0
1"	"0
2"	0	"0
1"	"0
1"	0
deuparl-442	0,1	"0
1"	0	"0
1"	0	"1.  Argument 1
2."	0	0	0	0	0
deuparl-442	0,2	0	0	"0
2"	"0
1"	"0
1"	0	"Here are the labels:

0
1
2"	"0
1"	"0
2"	"0
1"
deuparl-442	1,3	"0
2"	"0
1"	"0
1"	0	0	0	"0
1"	"0
2"	"0
1"	0
deuparl-442	2,3	"0
1"	0	"0
1"	"0
1
2"	"0
2"	0	0	"0
2"	"0
2"	"0
2"
deuparl-444	0,2	"0
2"	"0
1"	"0
2"	"0
1
2"	"0
1"	"0
2"	"0
1
0"	"0
1
2"	0	0
deuparl-444	1,0	"0
1
0"	0	0	"0
1"	0	"0
1"	"0
1"	0	"0
2"	"0
1
2"
deuparl-444	1,3	"0
1"	0	"0
1"	"0
1"	"0
2"	0	"0
1"	"0
1
2"	0	"0
1"
deuparl-444	2,3	"0
2"	"0
1"	0	"0
2"	"0
1"	0	"0
2"	0	"0
1
2"	"0
1"
deuparl-487	0,1	"0
1"	0	0	"0
1
2"	0	0	"0
1"	0	0	0
deuparl-487	0,2	0	0	0	0	"0
1"	"0
1"	0	0	"0
2"	0
deuparl-487	1,3	"1.  Argument 1
2."	"0
2"	0	0	"0
2"	"0
1"	0	0	0	"0
2"
deuparl-487	2,3	"0
1"	0	"0
1"	"0
1"	0	"0
1"	"0
2"	"0
1"	"0
1"	"0
1
2"
deuparl-498	0,1	0	0	"0
2"	"0
1
2"	"0
2"	"0
1
2"	0	"0
2"	0	0
deuparl-498	0,2	0	0	0	"0
1
2"	"0
1
2"	0	"0
1
2"	0	"0
2"	"0
2"
deuparl-498	1,3	0	"0
2"	"Here are the results of the evaluation:

1."	0	0	"0
2"	0	"0
2"	"0
1"	0
deuparl-498	2,3	0	"0
1"	"0
1"	0	0	0	0	"0
1"	"0
1"	0
deuparl-504	0,1	0	0	"0
1"	"0
1"	"0
1"	0	"0
2"	"0
1
2"	0	0
deuparl-504	0,2	"0
1
2"	0	"0
2"	"0
1"	0	0	0	0	0	"0
1"
deuparl-504	1,3	"0
1"	0	"0
1"	"0
1"	0	0	"0
2"	"0
1"	"0
2"	"0
2"
deuparl-504	2,3	"0
2"	"0
2"	0	0	"0
1"	"0
2"	0	"0
1"	"0
1"	0
deuparl-51	0,1	"0
1"	0	"0
1"	"0
2"	"0
1
2"	"0
1
2"	"1. Argument 1: 2
2"	0	0	0
deuparl-51	0,2	0	0	0	0	"0
1"	0	0	0	"0
1"	0
deuparl-51	1,3	0	"0
1"	"0
2"	0	0	0	"0
1"	"Argument 1
0
Argument 2"	0	0
deuparl-51	2,3	0	0	0	0	1.  2	"0
1"	"0
1"	0	0	0
deuparl-57	0,1	"0
1"	"0
1"	"0
1
2"	"0
1"	"0
1"	"0
1"	0	"0
1
2"	"0
2"	0
deuparl-57	0,2	0	0	"0
1"	"0
1"	"0
2"	"0
1"	0	"0
1
2"	"0
1"	"0
2"
deuparl-57	1,3	"1. 2
2. 1"	0	"0
2"	0	"0
1"	0	0	0	"0
1"	0
deuparl-57	2,3	"0
2"	"0
2"	0	0	"1 (Argument 1)
2 (Argument"	0	"0
1"	"0
1"	0	0
deuparl-62	0,1	"0
2"	"0
1
0"	"0
1"	0	"0
1"	"0
1"	0	0	0	"0
1"
deuparl-62	0,2	"0
1"	"Argument 1: 0
Argument 2"	"0
2"	"0
1"	"Argument 1:
0
Argument 2"	"Argument 1: 0
Argument 2"	"0
1
2"	"Argument 1: 0
Argument 2"	"0
2"	"0
1"
deuparl-62	1,3	"0
1"	"0
1"	"0
2"	0	0	"0
1"	"0
1"	"0
1"	0	"0
1"
deuparl-62	2,3	"0
1"	"Argument 1: 1
Argument 2"	"Argument 1: 2
Argument 2"	"Argument 1:
0
Argument 2"	"Argument 1: 2
Argument 2"	"Argument 1: 2
Argument 2"	"Argument 1: 2
Argument 2"	"Argument 1: 1
Argument 2"	"Argument 1: 2
Argument 2"	"Argument 1:
0
Argument 2:"
deuparl-77	0,1	"0
1"	"0
1"	"0
1"	"0
1"	"0
1"	0	"0
1
2"	"0
1"	0	"Argument 1: 0
Argument 2"
deuparl-77	0,2	"Argument 1: 2
Argument 2"	"Argument 1: 2
Argument 2"	1 (Argument 1)	0	"Argument 1: 2
Argument 2"	"Argument 1: 0
Argument 2"	"1
2"	"Argument 1: 0
Argument 2"	0	"Argument 1: 1
Argument 2"
deuparl-77	1,3	"0
1"	"Argument 1
0
Argument 2"	"0
2"	0	0	0	0	"Argument 1: 0
Argument 2"	"0
1"	0
deuparl-77	2,3	"0
1"	"0
1
2"	"0
1"	"Argument 1: 1
Argument 2"	"0
1"	"Argument 1
2"	"0
1
2"	"0
1
0"	"Argument 1: 2
Argument 2"	"Argument 1: 2
Argument 2"
deuparl-78	0,1	"0
1"	"0
1
2"	0	0	"0
1"	"0
1"	0	"0
1"	"0
1"	"0
1"
deuparl-78	0,2	0	0	0	"0
2"	"0
1"	0	0	"0
2"	0	0
deuparl-78	1,3	"1 (2)
2 (1)"	"0
2"	"0
1"	"0
1"	0	"0
1"	"0
1"	"Argument 1: 1
Argument 2"	"0
2"	"0
1"
deuparl-78	2,3	"0
2"	"Argument 1: 2
Argument 2"	0	"Argument 1: 2
Argument 2"	"0
2"	"0
1"	0	0	"0
2"	"Argument 1: 0
Argument 2"
deuparl-88	0,2	"1. Argument 1
2. Argument"	"Argument 1: 2
Argument 2"	"Argument 1: 2
Argument 2"	"Argument 1: 2
Argument 2"	"Argument 1: 2
Argument 2"	"Argument 1:
0
Argument 2"	0	"Argument 1: 2
Argument 2"	"Argument 1: 1
Argument 2"	"Argument 1: 2
Argument 2"
deuparl-88	1,0	"0
2"	"0
1"	0	0	"0
1"	0	"0
1"	"0
2"	"0
1"	0
deuparl-88	1,3	"0
1"	"0
1
2"	0	"0
1
2"	"0
1"	"0
1"	"0
1"	"0
1
2"	"0
1"	"0
1
2"
deuparl-88	2,3	"Argument 1: 2
Argument 2"	"0
1"	0	"0
2"	"0
1"	"Argument 1: 1
Argument 2"	"Argument 1: 2
Argument 2"	"Argument 1:
0
Argument 2"	"0
1"	0
deuparl-91	0,2	"1
2"	"0
1"	0	0	0	"0
1"	0	"0
1"	"0
2"	"0
1"
deuparl-91	1,0	"0
1"	"0
1"	0	"0
1"	0	"0
1
2"	0	0	0	0
deuparl-91	1,3	"0
1"	"0
1"	"0
1"	"0
1
2"	"0
1"	"0
1"	"0
1"	"0
1"	"0
2"	"0
1"
deuparl-91	2,3	0	"0
1"	"0
1"	"0
1"	"0
1"	"0
1
0"	"0
2"	0	"0
2"	"0
1"
hansard-1127	0,1	"0
1"	0	"1. 0
2. 1"	"0
1
2"	"0
2"	"0
1
2"	"0
2"	"0
2"	"0
2"	"0
1
2"
hansard-1127	0,2	0	"0
2"	"Argument 1: 1
Argument 2"	"0
1
2"	"1. 1
2. 0"	"0
1
2"	"1. 1
2. 0"	"0
1"	"1. 2
2. 0"	0
hansard-1127	1,3	"0
1"	"0
1"	0	"0
1
2"	"0
1"	"0
1"	0	0	0	0
hansard-1127	2,3	0	"0
2"	"0
1"	"0
1"	"0
1"	"0
2"	0	"0
1"	"0
2"	"0
1"
hansard-1193	0,1	"0
1"	0	"0
1"	"0
1
2"	"0
1
2"	"0
1
2"	"0
2"	"0
1
2"	"0
1"	"0
1
2"
hansard-1193	0,2	0	"0
2"	"1. 2
2. 1"	"0
2"	"0
2"	"0
2"	0	0	"0
2"	"0
1
2"
hansard-1193	1,3	0	"0
1"	"0
1"	"0
2"	"0
2"	"0
2"	"1 (2)
2 (0)"	0	"0
1
2"	"0
1"
hansard-1193	2,3	"0
2"	0	0	"0
1"	"0
1
2"	"0
1
2"	"0
1"	0	"0
1
2"	0
hansard-1352	0,1	0	0	"0
1
2"	"0
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
1"	"0
1
2"
hansard-1352	0,2	"0
2"	"0
1"	"0
1"	"0
1"	"0
1"	0	"0
1"	"0
2"	0	"0
1"
hansard-1352	1,3	"0
1
2"	"0
2"	"0
2"	"0
2"	"1. 1
2. 0"	"0
1
2"	"0
2"	"0
1"	"0
1
2"	"0
1
2"
hansard-1352	2,3	"0
1"	"0
1
2"	"1. 0
2. 1"	"0
1
2"	"0
1
2"	"0
1
2"	"1. 0
2. 1"	"0
2"	"0
1"	"0
2"
hansard-1379	0,1	"0
2"	"0
1"	0	"0
2"	"0
1"	"0
1"	"0
1"	"0
2"	"0
1
2"	"0
2"
hansard-1379	0,2	"0
1"	"0
1
2"	"0
1"	0	"0
1
2"	"0
1
2"	"0
1"	"0
1
2"	"0
1"	"0
1"
hansard-1379	1,3	"0
1
2"	"0
2"	"0
2"	"0
1
2"	"0
2"	"0
1"	"0
1"	"0
1
2"	"0
2"	"0
2"
hansard-1379	2,3	"0
2"	"0
1
2"	0	"0
1"	"0
2"	"0
1
2"	"1 (1)
2"	"0
1
2"	"0
1
2"	"0
1
2"
hansard-1412	0,1	"0
2"	"0
1"	"0
1"	0	"0
2"	0	"1. 2
2. 1"	0	0	0
hansard-1412	0,2	"0
2"	"0
1
0"	"0
1"	0	0	"0
2"	"0
2"	"0
2"	0	"0
1
2"
hansard-1412	1,3	"1. 2
2. 0"	"Argument 1: 2
Argument 2"	"0
1"	"0
2"	"0
1
2"	0	"0
1
2"	"0
1
2"	"0
1"	"Argument 1: 2
Argument 2"
hansard-1412	2,3	"0
2"	"0
1"	"1. 1
2. 0"	"0
1"	"0
1"	"0
1
2"	"0
2"	"0
1"	0	"0
1
2"
hansard-1421	0,1	"0
1"	"0
1"	"0
1"	"0
1"	0	0	"0
1"	"0
2"	0	"0
1"
hansard-1421	0,2	"0
1"	"0
1"	"0
2"	"0
1
2"	"0
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
1
2"
hansard-1421	1,3	"0
2"	"0
1
2"	0	"0
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
1
2"
hansard-1421	2,3	0	"0
1"	"0
2"	"0
1
2"	"0
2"	"0
1"	"0
2"	"0
1
2"	"0
2"	"0
2"
hansard-1435	0,2	"0
1"	"0
1"	"0
2"	"0
1
2"	"0
1
2"	0	0	0	0	"0
2"
hansard-1435	1,0	"0
1
0"	"0
1
2"	"0
2"	"0
1"	0	"0
1"	0	"0
1
2"	"0
1
2"	"0
1
2"
hansard-1435	1,3	"0
1
2"	"0
1"	"0
1"	"0
2"	"0
2"	0	"0
2"	"0
2"	"0
1
2"	"0
1"
hansard-1435	2,3	"0
1
2"	"0
1
2"	"0
1"	"0
1
2"	"0
1"	0	"0
1
0"	"0
2"	"0
2"	"0
2"
hansard-1466	0,1	0	"0
1
2"	"0
1
2"	"0
2"	"0
1"	"0
1
2"	"0
1
2"	0	0	"0
1
2"
hansard-1466	0,2	"0
1"	"0
1
2"	"1. 0
2. 2"	"0
1
2"	"0
1
2"	"0
2"	"0
1
2"	0	"0
2"	"0
1"
hansard-1466	1,3	"0
1"	"0
1
2"	"1. 0
2. 2"	"0
2"	"0
1"	"0
1
2"	0	"0
1
2"	"0
2"	"0
1"
hansard-1466	2,3	0	"0
1
2"	"0
1"	0	"0
1"	0	"0
1"	"0
1
2"	"0
2"	"0
1"
hansard-1478	0,1	"0
1
2"	"0
1"	"0
1"	0	0	"0
1"	"0
1"	"0
2"	"1. 0
2. 2"	0
hansard-1478	0,2	"0
2"	0	0	"0
1
2"	"0
2"	"0
2"	"0
1
2"	"0
2"	"1. 2
2. 0"	0
hansard-1478	1,3	"0
2"	"0
1"	"0
2"	0	0	"0
1"	"0
1"	"0
1"	"0
2"	"0
1"
hansard-1478	2,3	"0
1"	"0
1"	"0
1"	"0
2"	"0
1"	"0
1"	"0
1"	"0
1"	"0
2"	0
hansard-199	0,1	0	"0
2"	"0
2"	"0
1"	0	"0
2"	"0
2"	"0
2"	0	"0
2"
hansard-199	0,2	"1 (Argument 1)
2 (Argument"	"0
1"	"0
1"	"0
2"	0	"0
2"	"0
2"	"0
1
2"	"1. 0
2. 2"	"0
1"
hansard-199	1,3	0	"0
1
2"	"0
2"	"0
2"	"0
1"	"0
2"	"0
1"	"0
1"	"0
2"	"0
2"
hansard-199	2,3	0	"0
1
2"	"0
2"	"0
1
2"	"0
2"	"0
1"	0	"0
1"	"0
2"	"0
2"
hansard-2061	0,2	0	"0
2"	"0
1"	"0
1
2"	"0
1"	"0
2"	"0
1
2"	"0
2"	"1. 1
2. 2"	"0
1
2"
hansard-2061	1,0	0	"0
1
2"	"0
2"	"0
2"	"1 (2)
2 (1)"	"0
1
2"	"0
1"	"0
2"	"0
1
2"	0
hansard-2061	1,3	0	0	"0
2"	"0
2"	"1. 0
2. 1"	"0
2"	0	"0
1"	"0
2"	"0
2"
hansard-2061	2,3	"0
1"	"0
1"	"0
1"	"0
1"	0	"0
2"	"0
1
2"	0	"0
1"	"0
2"
hansard-208	0,1	"0
1
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
2"	"0
1
2"	0	0	"0
2"	0
hansard-208	0,2	0	"0
1
2"	"0
1
2"	"0
1
2"	"1. 0
2. 1"	"0
1
2"	"0
1
2"	0	"0
1"	"0
1"
hansard-208	1,3	"1 (2)
2 (0)"	"0
1"	"0
1
2"	"0
1"	0	"0
1"	"0
1"	"0
2"	"0
1
2"	"0
1"
hansard-208	2,3	"1. 0
2. 2"	0	0	0	0	"0
2"	"0
1"	"0
1
2"	"0
2"	"0
1
2"
hansard-220	0,1	"1. 1
2. 0"	"0
1
2"	"1. 2
2. 0"	"0
1"	"0
2"	"0
1
2"	"1. 1
2. 2"	"0
1"	"0
2"	"0
1
2"
hansard-220	0,2	"1. 1
2. 2"	"0
1
2"	"1. 1
2. 0"	"0
1
2"	"0
1
2"	0	"1. 2
2. 0"	"0
2"	"1. 2
2. 1"	"0
1
2"
hansard-220	1,3	"0
1"	"0
2"	"0
2"	"0
1
2"	0	0	"0
1
2"	"0
1
2"	"0
1"	"0
1"
hansard-220	2,3	"0
1"	"0
1"	"0
1"	0	"1. 0
2. 2"	"0
1"	"0
1"	"0
1"	"0
1"	"0
1"
hansard-2760	0,1	"0
1
2"	"0
1
2"	"1
2"	"0
1
2"	0	0	"0
1
2"	"0
1
2"	"1. 0
2. 1"	0
hansard-2760	0,2	"0
1
0"	"0
1
2"	0	"0
1
2"	"0
1"	"0
2"	"0
1"	"Argument 1: 2
Argument 2"	"0
2"	"0
1"
hansard-2760	1,3	"1. 1
2. 0"	"0
1
2"	0	"0
1
2"	"0
2"	0	"1. 0
2. 2"	0	"1. 1
2. 0"	0
hansard-2760	2,3	"0
2"	"0
1
2"	"1. 1
2. 0"	"0
1"	"0
2"	0	"0
1
2"	"0
1
2"	"0
2"	0
hansard-2931	0,1	"0
2"	"0
1
2"	"0
2"	"0
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
2"	"0
1
2"
hansard-2931	0,2	"0
1
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
2"	"0
1
2"	"0
1
2"	"0
1"	"0
1"	"0
2"
hansard-2931	1,3	"0
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
1"	"0
1
0"	"0
1"	"0
1
2"	"0
1"	"0
2"
hansard-2931	2,3	"0
1"	"0
2"	"0
2"	0	"0
1"	0	"0
1
2"	"0
2"	"1. 2
2. 0"	0
hansard-3118	0,1	"0
2"	"0
1"	"0
2"	"0
1"	"0
1
2"	"Argument 1:
2

Argument 2:"	"0
1
2"	"Argument 1: 0
Argument 2"	"1. 2
2. 0"	"0
1
0"
hansard-3118	0,2	"1 (1)
2 (2)"	"0
1"	0	"0
1"	"Argument 1: 2
Argument 2"	"0
2"	"1. 1
2. 2"	0	0	"0
2"
hansard-3118	1,3	"0
2"	"0
1"	"0
2"	0	"0
2"	"0
1"	"0
1"	"0
2"	"0
2"	"0
2"
hansard-3118	2,3	"0
1"	"0
2"	"0
1"	"0
2"	"1 (2)
2 (2)"	0	"1. 0
2. 2"	"1. 0
2. 1"	0	0
hansard-3208	0,1	0	"0
1
2"	"0
1"	"0
2"	"0
2"	"0
1
0"	"0
1"	"0
1
2"	"1. 0
2. 2"	"0
1
2"
hansard-3208	0,2	"0
1
2"	"0
1
0"	"0
2"	0	0	"0
1
0"	"0
1"	"0
1
2"	0	"0
2"
hansard-3208	1,3	"0
2"	"0
1
2"	"0
2"	"0
1
2"	"0
1
2"	"0
2"	"0
1
2"	"0
2"	"0
1"	"0
1
2"
hansard-3208	2,3	"0
2"	0	"0
1"	"0
2"	"0
1"	"0
1"	0	"0
2"	"0
1
2"	"0
1"
hansard-3211	0,2	0	"0
1
2"	0	0	"0
1
2"	"0
1
2"	0	"0
1
2"	0	"0
1
2"
hansard-3211	1,0	"0
1
2"	"0
1
2"	0	0	"0
1
2"	"0
1"	"1. 2
2. 1"	"0
1
2"	"0
1
2"	0
hansard-3211	1,3	"0
1
2"	"0
1
2"	"0
2"	"0
1
2"	"0
1
2"	"0
1"	"0
1
2"	"0
1
2"	"0
1
2"	"0
2"
hansard-3211	2,3	"0
2"	"0
1
2"	0	"0
2"	"0
1
2"	0	"0
2"	"0
2"	"0
2"	"0
2"
hansard-3228	0,1	"0
2"	"0
1
2"	"0
1
2"	"0
1
2"	0	"0
1"	"0
2"	"0
2"	"0
1
2"	"0
1
2"
hansard-3228	0,2	"0
1"	"0
1
2"	"0
2"	"0
1
2"	"0
1
2"	"0
2"	"0
2"	"0
1
2"	0	"0
1
2"
hansard-3228	1,3	"0
2"	0	"0
2"	"0
2"	"0
2"	"0
1"	"0
2"	"0
1
2"	0	"0
1
2"
hansard-3228	2,3	"0
1"	"0
2"	"0
2"	"0
1"	"1. 0
2. 2"	"0
2"	0	"0
2"	"0
1
2"	"0
2"
hansard-3431	0,2	"0
1
2"	"Argument 1: 1
Argument 2"	"0
1
2"	"0
1
2"	"0
2"	"0
1
2"	"0
1
2"	"0
1"	"0
2"	"0
2"
hansard-3431	1,0	"0
1
2"	"0
2"	"0
2"	"0
2"	0	"0
1
2"	"1. 0
2. 1"	"0
1"	"1. 1
2. 0"	"0
1"
hansard-3431	1,3	"0
1"	0	"0
2"	"0
1"	"0
1
2"	"0
1
2"	"0
1"	"0
1
2"	"0
2"	"0
1
2"
hansard-3431	2,3	"0
1"	"0
2"	"0
1"	0	"0
2"	"0
1
2"	"0
2"	0	"0
1"	"0
2"
hansard-3480	0,2	"0
1"	"0
2"	"0
1"	"0
2"	"0
1"	0	"0
2"	"0
2"	"0
1"	"0
1
2"
hansard-3480	1,0	"0
1"	"Argument 1: 2
Argument 2"	"0
1
2"	"0
1
2"	"Argument 1: 2
Argument 2"	"Argument 1: 0
Argument 2"	"Argument 1: 2
Argument 2"	0	"Argument 1: 2
Argument 2"	0
hansard-3480	1,3	0	"0
1
2"	0	"0
1"	"0
1
2"	"0
1"	"1 (2)
2 (1)"	"0
1
2"	0	"0
1
2"
hansard-3480	2,3	"0
1"	"0
2"	"0
1
2"	0	"0
2"	"0
2"	"0
2"	"0
1
2"	"0
2"	"0
2"
hansard-3690	0,1	"0
1
2"	"0
2"	"0
1"	"0
1
2"	0	"0
1
2"	0	0	"0
1
2"	"0
1
2"
hansard-3690	0,2	"0
1
2"	"0
1
2"	0	"0
2"	0	"0
2"	"0
2"	"0
1"	"1. 0
2. 2"	"0
1
2"
hansard-3690	1,3	"0
1
2"	"0
1
2"	"0
1
2"	"0
2"	"0
1"	"0
1"	"0
1"	"0
1
2"	"0
1"	"0
1
2"
hansard-3690	2,3	"0
2"	0	"0
1
2"	"0
2"	"1 (2)
2"	"0
2"	"0
2"	"0
1
2"	"0
1"	"0
1
2"
hansard-3875	0,2	"0
1
2"	"0
1"	"0
1
2"	"0
2"	"0
1
2"	"0
1
2"	"1. 1
2. 0"	"0
2"	"1 (Argument 1)
2 (Argument"	"0
1
2"
hansard-3875	1,0	"1. 1
2. 0"	"0
2"	"0
2"	"0
2"	"0
1"	"0
1
2"	"0
1
2"	"0
2"	0	"0
1
2"
hansard-3875	1,3	"0
2"	"0
1
2"	"0
1"	"0
1
2"	"0
1"	"0
2"	"0
1"	"0
1
2"	"1. 1
2. 0"	"0
2"
hansard-3875	2,3	"0
2"	"0
2"	0	"0
1
2"	0	"0
1
2"	"0
1
2"	"0
1
2"	0	"0
1"
hansard-3876	0,1	0	"0
1"	"0
2"	"0
1"	"1. 1
2. 0"	"0
1"	0	"0
1"	0	"0
1"
hansard-3876	0,2	"0
1"	"0
2"	"0
1"	0	"0
2"	0	"0
1"	0	"0
2"	"0
2"
hansard-3876	1,3	"0
1"	"0
1
2"	"0
1
2"	0	"0
1"	"0
1
2"	"0
1"	"0
2"	"0
1"	"0
2"
hansard-3876	2,3	"0
1
2"	"0
1
2"	0	0	0	"0
1
2"	"0
1"	"0
1
2"	0	"0
1"
hansard-4072	0,2	"0
2"	0	"0
2"	"0
2"	0	"0
1
2"	"0
2"	0	"0
2"	"0
1
2"
hansard-4072	1,0	0	"0
1
2"	"0
2"	"0
1
2"	"0
2"	"0
2"	0	0	"0
1
2"	"0
1
2"
hansard-4072	1,3	"0
1
2"	0	"1. 1
2. 2"	"0
1"	"0
1
2"	"0
1
2"	"1. 1
2. 2"	"0
1
2"	0	"0
1
2"
hansard-4072	2,3	"0
2"	"0
1"	"1. 0
2. 1"	0	"0
2"	"0
2"	"1 (1)
2 (2)"	0	0	"0
2"
hansard-4426	0,2	0	"0
1
2"	"0
2"	"0
1
2"	"0
1
2"	0	"0
1
2"	"0
2"	0	0
hansard-4426	1,0	"0
2"	"0
1"	"0
1
2"	"0
2"	"0
2"	"0
1
2"	"0
1
0"	"0
1
2"	"0
1
2"	"0
2"
hansard-4426	1,3	"0
1"	"0
1
2"	"1. 0
2. 2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
2"	"0
2"	"0
1
2"	"0
1"
hansard-4426	2,3	"0
2"	"0
1"	"0
2"	0	"0
2"	"0
2"	"0
1
2"	"0
2"	"0
2"	"0
2"
hansard-476	0,1	"0
2"	"0
1"	"0
1"	"0
1
2"	0	"0
1
2"	"0
1"	"0
1"	"0
2"	0
hansard-476	0,2	"1. 1
2. 0"	"0
1"	0	"0
1
2"	"1. 0
2. 1"	"0
1"	"0
1"	"0
1
2"	"0
2"	"0
2"
hansard-476	1,3	"0
1"	"0
1"	"0
2"	"0
1"	"0
1
2"	"0
1"	"0
1"	"0
1
2"	"0
1
2"	"0
1"
hansard-476	2,3	0	"0
2"	0	0	"0
2"	0	"0
2"	0	"0
2"	"0
1"
hansard-4985	0,1	"0
2"	"0
1"	"0
1"	"0
1"	0	"0
1"	"0
2"	0	"1. 0
2. 1"	0
hansard-4985	0,2	"0
1"	"0
1"	0	"0
1"	"0
1"	"0
2"	"1. 0
2. 2"	"0
1"	"1. 1
2. 2"	"0
1"
hansard-4985	1,3	"0
2"	"0
2"	"0
1"	0	"1. 0
2. 1"	"0
1"	"0
1"	"0
1
2"	"0
2"	"0
1"
hansard-4985	2,3	0	0	0	"0
1"	"0
1"	"0
2"	"0
1"	0	"0
1"	"0
2"
hansard-5094	0,2	"0
1
2"	"0
1
2"	"0
1
2"	"0
2"	"0
1
2"	"0
2"	0	"0
1
2"	0	"0
1
2"
hansard-5094	1,0	"0
1
2"	0	"0
1
2"	"0
1
2"	0	"0
2"	"0
1
2"	0	"0
1
2"	"0
1
2"
hansard-5094	1,3	"0
1"	"0
1
2"	"1. 1
2. 2"	"0
2"	"0
1
2"	"0
1
2"	0	0	0	"0
1
2"
hansard-5094	2,3	"0
1
2"	"0
1
2"	"0
2"	"0
2"	"0
2"	"0
1
2"	0	0	0	"0
2"
hansard-5142	0,1	"1. 0
2. 1"	"0
1"	"1. 1
2. 0"	"0
1"	"0
1"	"0
1"	"1. 2
2. 0"	"0
2"	"1. 2
2. 0"	"0
1"
hansard-5142	0,2	"1
2"	"0
1"	0	0	"1. 0
2. 2"	"0
1
2"	"1. 2
2. 0"	"0
1
2"	"0
1"	"0
1"
hansard-5142	1,3	"1. 0
2. 2"	0	"0
1
2"	0	"1. 2
2. 0"	"0
2"	"0
1"	"0
1"	"0
2"	0
hansard-5142	2,3	0	"0
1
2"	0	"1. 0
2. 1"	"1. 0
2. 1"	"0
2"	"1. 1
2. 0"	"0
1"	0	"0
1
2"
hansard-5208	0,1	0	"0
1"	"0
2"	"0
2"	"1. 2
2. 0"	"0
1
2"	"0
2"	0	0	"0
2"
hansard-5208	0,2	0	"0
1
2"	"0
2"	"0
1"	0	"0
2"	"0
2"	0	"0
1"	"0
1
2"
hansard-5208	1,3	0	"0
1"	"0
1
2"	0	"0
1"	"0
1
2"	"1. 0
2. 2"	"0
1"	"0
1
2"	"0
1
2"
hansard-5208	2,3	0	0	"0
2"	"0
1"	0	"0
1"	"0
2"	"0
1"	"0
1"	"0
1"
hansard-5282	0,1	"0
1"	0	"0
1"	"0
1"	"0
1"	"0
1
2"	"0
2"	0	"0
1"	0
hansard-5282	0,2	0	"0
1
2"	"0
1"	"0
2"	"0
1
2"	"0
1"	"0
2"	"0
1"	"1 (2)
2 (1)"	"Argument 1:
2

Argument 2:"
hansard-5282	1,3	"0
1"	0	0	0	"1. 0
2. 1"	"0
1"	"0
1
2"	0	"0
1"	0
hansard-5282	2,3	0	"0
1
2"	"0
1"	"0
1"	0	"0
1
2"	"1. 2
2. 0"	0	"0
2"	"0
2"
hansard-5298	0,1	0	"0
2"	0	0	"0
1
2"	0	"0
1"	"0
2"	"0
2"	0
hansard-5298	0,2	"0
1
2"	"0
2"	"0
1
2"	"0
1"	"0
2"	"0
2"	"0
2"	0	"0
1
2"	0
hansard-5298	1,3	0	"0
1"	"1. 2
2. 1"	"0
2"	0	"0
2"	0	"0
1"	"0
1"	"0
1"
hansard-5298	2,3	"1. 0
2. 2"	0	"0
2"	"0
2"	"0
2"	"0
1
2"	"1 (2)
2 (1)"	"0
1"	"0
1
2"	"0
1
2"
hansard-5313	0,1	"0
2"	0	"1. 2
2. 0"	"0
1"	0	"0
1
2"	0	"0
1
2"	"0
2"	"0
1
2"
hansard-5313	0,2	"0
2"	"0
1
2"	"0
1
2"	"0
1"	"1. 0
2. 2"	"0
2"	"0
1"	0	"0
2"	0
hansard-5313	1,3	"0
2"	"0
2"	"0
1"	"0
1"	"0
2"	"0
1
2"	"1. 0
2. 2"	"0
1
2"	"0
2"	"0
2"
hansard-5313	2,3	"0
1"	"0
1"	"0
1
2"	"0
2"	1: 2	0	"0
1"	"0
2"	0	0
hansard-5334	0,2	"0
1"	"0
1"	"0
1"	"0
1"	"0
1
2"	"0
1"	"1. 1
2. 0"	"0
1"	"0
1"	"0
1
2"
hansard-5334	1,0	"0
1
2"	"0
1
2"	"0
1
2"	"0
2"	"0
1
2"	"0
1
2"	"0
1"	"0
1
2"	0	"0
1
2"
hansard-5334	1,3	"0
2"	"0
1
2"	0	"0
2"	0	"0
1"	"0
1
2"	"0
1
2"	"0
2"	"0
1
2"
hansard-5334	2,3	"0
1
2"	"0
1
2"	"0
2"	0	"0
1"	"0
1
2"	"0
1
2"	"0
1"	0	"0
1
2"
hansard-5338	0,2	"0
2"	0	0	"0
2"	0	"0
1"	"0
2"	"0
2"	0	0
